28	牛艳芳	女	15169285968	　
40	袁静	女	13194936411	　
44	张卫平	女	17257748272	　
92	陈慧玟	女	15364190821	　
10	邓杨玲	女	15454384829	　
75	王富华	男	13841904565	　
15	梁晓菊	女	15583109851	　
32	覃霞	女	15869708515	　
10	乐熳	女	13333634312	　
62	邱丽芳	女	13652340569	　
24	刘淑芬	女	13314275529	　
46	刘桂兰	女	13762330316	　
20	鲁旻 	男	15994332131	　
2	陈秋霞	女	15741674205	　
35	李文军	男	15277493338	　
89	叶伟	女	13517275872	　
17	李丽辉	女	15803704861	　
80	杨柳云	女	17787471233	　
5	呼小倩	女	15909474196	　
78	王曰超	男	15874266666	　
2	曹永华	男	15665590249	　
1	陈娟	女	15271327230	　
64	宋若淼	男	13217220260	　
9	赖义龙	男	15967634105	　
54	罗伟明	男	13920523823	　
67	覃自瑶	男	15568767642	　
30	石艳生	女	17375331563	　
12	李春友	男	13656878920	　
47	周蓉	女	13778136408	　
38	黎仕如	女	17937309290	　
13	邓美玲	女	13156849405	　
60	彭又珍	女	17822626559	　
92	游志芬	女	13407683274	　
15	李爱兰	女	17497885590	　
8	何发建	男	15790340284	　
40	杨小君	女	17263930214	　
26	黄丹	女	17697480636	　
50	秦亚楠	女	17639917487	　
33	魏瑞	女	13196170260	　
10	黄建斌	男	15687737123	　
18	李顺彬	男	17928580257	　
39	李宇	女	15169330919	　
14	丁智辉	男	17645655252	　
39	李金磊	男	13543834800	　
77	谢军华	男	15826296865	　
25	贾发强	男	15299496442	　
52	柳烨	男	17616503691	　
30	汪利莎	女	17220936584	　
48	邹科	男	15195338657	　
14	高上钦	男	17976252762	　
26	蒋路根	男	15372362362	　
32	李国军	男	15172687886	　
86	杨丽	女	15850462727	　
94	袁芳艳	女	15675508763	　
22	侯志艳	女	15241434992	　
53	聂朝曦	男	17715711705	　
90	张银珠	女	17233481158	　
3	陈世滔	男	17503425238	　
76	王蓉	女	17419783580	　
35	伍略略	女	17891963199	　
64	沈远杭	男	13427248125	　
13	李红	女	17883631713	　
18	刘隆霞	女	13937384896	　
45	赵欢	女	17392831441	　
42	张晶	女	15505133416	　
73	陶连珍	女	13829264417	　
15	冯清卫	男	17679536240	　
66	王友兵	男	15263923520	　
11	黄晓雁	女	15300964301	　
27	马曲	女	15933388506	　
6	陈飞	男	15786805774	　
58	钱荣	女	15861478533	　
61	邱先春	男	13860782823	　
10	陈远辉	男	13798668857	　
14	李小林	女	15652272915	　
31	黄雪英	女	15184208649	　
68	王振民	男	17118513597	　
9	黄桂英	女	15263254808	　
43	张婷	女	15912545700	　
79	温丽花	女	13500118541	　
93	余显梅	女	17752717838	　
41	李小兵	女	15642423103	　
7	陈海红	女	13384675113	　
12	黄泽忠	男	13543676374	　
38	李银山	男	17779799426	　
27	石成	男	13676923740	　
40	李治存	男	17818325116	　
51	刘晓涛	男	15545633277	　
5	陈碧霞	女	13351424563	　
29	黄婉真	女	17998124919	　
36	蓝晓丽	女	15269293278	　
44	李志丹	女	15159233799	　
74	肖建平	男	13822526371	　
82	姚丽	女	13865930778	　
91	邹友梅	女	13352855336	　
25	胡远谋	男	17426589541	　
27	黄金连	女	13537589328	　
43	李玉柏	男	13453787553	　
48	陆琼方	女	15510242158	　
56	潘惠欣	女	15508434783	　
60	丘小平	女	15400394186	　
63	舒芳	女	15621131546	　
73	向才锋	男	17606753773	　
84	余明娟	女	13105197952	　

